Sample	Nevus area sq mkn 	X coord	Y coord	GFP MC area	MC x coord	MC y coors	Commentary
1330-2	5466.9	501.00	99.000	87.930	6.0000	52.000	
	424.21	253.00	111.00	70.960	110.00	77.000	
	803.68	418.00	182.00	182.02	568.00	65.000	
	749.69	608.00	299.00	288.46	430.00	85.000	
	2079.4	201.00	332.00	441.17	403.00	155.00	
	2599.2	145.00	362.00	746.60	453.00	176.00	
	2003.8	383.00	438.00	188.19	104.00	188.00	
	664.85	289.00	539.00	593.89	466.00	267.00	
	1283.4	519.00	588.00	1507.1	560.00	259.00	
				131.12	146.00	262.00	
				103.35	104.00	279.00	
				84.840	48.000	280.00	
				111.06	469.00	289.00	
				91.010	99.000	296.00	
				185.11	336.00	293.00	
				168.14	516.00	320.00	
				251.44	583.00	326.00	
				228.30	57.000	342.00	
				280.75	507.00	380.00	
				165.05	89.000	393.00	
				135.75	319.00	376.00	
				254.52	355.00	383.00	
				339.36	604.00	402.00	
				134.20	193.00	383.00	
				192.82	270.00	388.00	
				106.44	560.00	397.00	
				501.33	126.00	412.00	
				154.26	202.00	397.00	
				239.10	537.00	414.00	
				305.43	237.00	409.00	
				490.54	290.00	429.00	
				541.44	572.00	439.00	
				359.42	617.00	444.00	
				157.34	217.00	427.00	
				245.27	491.00	459.00	
				849.95	429.00	512.00	
				257.61	103.00	464.00	
				178.94	68.000	476.00	
				9241.5	142.00	560.00	veil surrounding dissolved nevus
				933.25	404.00	561.00	
				1001.1	385.00	545.00	
				649.42	463.00	543.00	
				512.13	571.00	597.00	
				205.16	539.00	614.00	
				1007.3	474.00	607.00	
				154.26	296.00	591.00	
				94.100	168.00	591.00	
				169.68	233.00	611.00	
				178.94	430.00	601.00	
1330-3	2162.7	422.00	172.00	195.91	407.00	140.00	
	2139.5	233.00	330.00	177.39	271.00	156.00	
	1658.3	355.00	521.00	165.05	581.00	238.00	
	1257.2	273.00	618.00	447.34	596.00	268.00	
				907.03	550.00	300.00	
				529.10	471.00	325.00	
				203.62	623.00	344.00	
				283.83	545.00	357.00	
				188.19	565.00	411.00	
				91.010	519.00	440.00	
				549.15	393.00	439.00	
				296.17	563.00	531.00	
				129.58	498.00	514.00	
				436.55	606.00	566.00	
				205.16	484.00	606.00	
1330-4	419.58	290.00	228.00	178.94	201.00	27.000	
	1005.8	444.00	335.00	94.100	546.00	22.000	
	1215.5	473.00	414.00	194.36	510.00	28.000	
	3583.4	560.00	530.00	337.82	217.00	53.000	
	971.82	258.00	602.00	259.15	380.00	65.000	
				334.74	580.00	62.000	
				182.02	134.00	63.000	
				185.11	532.00	73.000	
				107.98	421.00	81.000	
				117.23	628.00	78.000	
				188.19	623.00	111.00	
				354.79	134.00	150.00	
				286.92	407.00	135.00	
				334.74	158.00	168.00	
				410.32	204.00	172.00	
				578.46	355.00	165.00	
				305.43	550.00	188.00	
				225.21	121.00	204.00	
				513.67	330.00	187.00	
				314.68	187.00	219.00	
				1089.1	252.00	245.00	
				17611	356.00	290.00	veil surrounding dissolved nevus
				583.09	545.00	278.00	
				320.85	136.00	248.00	
				91.010	173.00	350.00	
				97.180	511.00	352.00	
				2153.4	154.00	382.00	
				1699.9	342.00	392.00	
				140.37	434.00	382.00	
				189.74	34.000	438.00	
				115.69	79.000	435.00	
				268.41	310.00	412.00	
				92.550	377.00	440.00	
				274.58	572.00	411.00	
				169.68	526.00	445.00	
				126.49	483.00	450.00	
				182.02	233.00	464.00	
				561.49	447.00	458.00	
				291.54	80.000	480.00	
				305.43	110.00	495.00	
				225.21	183.00	503.00	
				148.09	77.000	526.00	
				107.98	279.00	521.00	
				1456.2	416.00	553.00	
				117.23	325.00	526.00	
				276.12	173.00	563.00	
				161.97	99.000	593.00	
				208.25	310.00	596.00	
				868.46	484.00	602.00	
				143.46	197.00	616.00	
				677.19	556.00	607.00	
				205.16	88.000	625.00	
1330-5	717.29	157.00	113.00	182.02	280.00	9.0000	
	697.24	621.00	130.00	195.91	439.00	12.000	
	1346.7	540.00	161.00	98.720	177.00	31.000	
	364.05	433.00	182.00	306.97	460.00	29.000	
	910.11	427.00	201.00	252.98	146.00	42.000	
	495.16	253.00	285.00	189.74	393.00	37.000	
	2114.9	290.00	353.00	248.35	588.00	53.000	
	882.35	522.00	351.00	106.44	413.00	53.000	
	3180.8	183.00	414.00	182.02	391.00	73.000	
	2366.3	462.00	423.00	183.57	462.00	74.000	
	669.47	181.00	475.00	222.13	135.00	131.00	
				252.98	368.00	110.00	
				165.05	303.00	155.00	
				294.63	387.00	145.00	
				180.48	454.00	167.00	
				214.42	609.00	165.00	
				206.70	121.00	228.00	
				305.43	13.000	274.00	
				200.53	141.00	263.00	
				249.90	391.00	249.00	
				256.07	421.00	274.00	
				268.41	479.00	265.00	
				232.93	534.00	257.00	
				106.44	606.00	257.00	
				299.26	228.00	290.00	
				399.52	371.00	275.00	
				194.36	310.00	279.00	
				205.16	317.00	311.00	
				182.02	378.00	299.00	
				502.88	408.00	319.00	
				456.60	432.00	322.00	
				515.22	479.00	336.00	
				104.89	75.000	317.00	
				75.590	83.000	330.00	
				220.59	389.00	334.00	
				206.70	367.00	357.00	
				448.89	417.00	361.00	
				203.62	137.00	412.00	
				98.720	278.00	424.00	
				331.65	402.00	409.00	
				256.07	368.00	417.00	
				232.93	356.00	435.00	
				526.01	460.00	458.00	
				607.77	556.00	440.00	
				313.14	242.00	481.00	
				211.33	290.00	474.00	
				237.55	381.00	475.00	
				215.96	464.00	475.00	
				314.68	500.00	479.00	
				209.79	407.00	498.00	
				205.16	466.00	506.00	
				211.33	386.00	507.00	
				288.46	503.00	527.00	
				305.43	380.00	536.00	
				219.04	290.00	546.00	
				421.12	490.00	591.00	
				103.35	58.000	609.00	
				236.01	125.00	596.00	
				427.29	163.00	599.00	
				282.29	233.00	603.00	
				280.75	279.00	618.00	
				337.82	326.00	628.00	
				117.23	480.00	618.00	
